sw,op,arch,func,file_name,response
openssl-101u,O0,x86,ec_GFp_simple_point_set_affine_coordinates,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_point_set_affine_coordinates@081e88d0.c,"The function sets the affine coordinates of an elliptic curve point on a given curve. It takes in as parameters a pointer to the curve group, a pointer to the point whose coordinates are to be set, the x-coordinate and y-coordinate of the point, and a BN_CTX structure for temporary storage during the computation. The function checks if both the x and y coordinates are not NULL. If either of them is NULL, it sets an error and returns 0. If both coordinates are non-NULL, the function creates a BIGNUM object z and sets its value to 1. Then, it calls the EC_POINT_set_Jprojective_coordinates_GFp function to set the point's coordinates in Jacobian projective form using the x and y coordinates and the value of z. This function returns an integer value, which is returned by the ec_GFp."
openssl-101u,O0,x86,encode_gost_algor_params,./data/decomp/openssl-101u_x86_gcc_O0_extraction/encode_gost_algor_params@081d8c50.c,"The function takes an EVP_PKEY pointer as input and returns an ASN1_STRING pointer as output. It encodes the GOST algorithm parameters for the given key and returns it as an ASN1_STRING. First, it creates a new ASN1_STRING object and a GOST_KEY_PARAMS object using the GOST_KEY_PARAMS_new() function. If either of these objects cannot be created, it sets an error code and returns a null pointer. Next, it determines the type of key using EVP_PKEY_base_id(). If the key is an EC key, it gets the curve name using EC_GROUP_get_curve_name(). If the key is a R3410 key, it gets the parameter set using EVP_PKEY_get0() and compares it with the pre-defined parameter sets in R3410_paramset. If a parameter set is found, it sets the corresponding object identifier (OID) in the GOST_KEY_PARAMS object. It then sets the OID for the digest algorithm (0x336) in."
openssl-101u,O0,x86,general_allocate_boolean.constprop.5,./data/decomp/openssl-101u_x86_gcc_O0_extraction/general_allocate_boolean.constprop.5@08187cc0.c,"The function ""general_allocate_boolean_constprop_5"" takes in two character pointers, an integer, and three more integers. It checks if the first character pointer is NULL and returns an error code of 0xc4 if it is. If the first character pointer is not NULL, it checks if the second character pointer is also not NULL and returns an error code of 0xc6 if it is NULL. If both character pointers are not NULL, the function loops through each character of the first character pointer and checks if it is present in the second character pointer. If it is, the function returns an error code of 0x6c. If the second character pointer is not empty and no characters from the first character pointer are present in it, the function checks if the fifth parameter is not zero. If it is zero, the function returns an error code of 0x6d."
openssl-101u,O0,x86,get_gost_engine_param,./data/decomp/openssl-101u_x86_gcc_O0_extraction/get_gost_engine_param@081db600.c,"The function takes an integer parameter ""param_1"". If ""param_1"" is not zero, it returns null. If ""gost_params"" is null, the function retrieves the value of ""CRYPT_PARAMS"" using getenv(). If ""CRYPT_PARAMS"" is null, the function returns null. Otherwise, it allocates memory for the string using BUF_strdup() and assigns it to ""gost_params"". The function returns the value of ""gost_params""."
openssl-101u,O0,x86,gost2001_param_encode,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost2001_param_encode@081d7f80.c,"The function extracts the EC_GROUP object associated with an EVP_PKEY object assumed to contain an EC_KEY object. It retrieves the curve name of the group and uses it to get an ASN1_OBJECT object, which is encoded into a byte string using i2d_ASN1_OBJECT. The resulting byte string is stored in the memory location pointed to by the param_2 argument."
openssl-101u,O0,x86,gost_cipher_cleanup,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_cipher_cleanup@081da1a0.c,"The function cleans up resources allocated for the GOST cipher algorithm by calling `gost_destroy` to free memory, setting a value to zero, and returning 1 to indicate success."
openssl-101u,O0,x86,gost_cipher_ctl,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_cipher_ctl@081da6f0.c,"The function `gost_cipher_ctl` takes four parameters: an integer `param_1`, an integer `param_2`, an undefined 4-byte value `param_3`, and a pointer to an array of undefined 4-byte values `param_4`. If `param_2` is equal to 6, the function calls the `RAND_bytes` function to generate random bytes and stores them in the memory location pointed to by `param_4`. If the call to `RAND_bytes` is successful, the function returns 1. Otherwise, it calls the `ERR_GOST_error` function and returns -1. If `param_2` is equal to 7, the function checks if `param_4` is not equal to NULL. If it is not NULL, it sets the value pointed to by `param_4` to 0x32a and returns 1. Otherwise, it returns 0. If `param_2` is neither, the function's behavior is undefined."
openssl-101u,O0,x86,gost_cipher_do_cnt,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_cipher_do_cnt@081da310.c,"The function `gost_cipher_do_cnt` is a part of the GOST block cipher algorithm implementation. It takes four parameters - an integer `param_1`, two byte arrays `param_2` and `param_3`, and an unsigned integer `param_4`. The function checks if the value of the integer stored at the address `param_1 + 0x50` is zero. If it is, it sets the variable `local_20` to 8 and `uVar4` to 0. Otherwise, if the value is less than 8 and the `param_4` is not zero, it XORs the bytes in `param_3` with the bytes in `param_1 + 0x30` and stores the result in `param_2`. It repeats this process until it has XORed all the bytes or until 7 bytes have been XORed. If 8 bytes have been XORed, it sets the variable."
openssl-101u,O0,x86,gost_cipher_init,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_cipher_init@081db320.c,"The function initializes the GOST cipher context with cipher parameters and engine, sets an IV and key if provided, and returns 1 for success."
openssl-101u,O0,x86,GOST_CIPHER_PARAMS_new,./data/decomp/openssl-101u_x86_gcc_O0_extraction/GOST_CIPHER_PARAMS_new@081d9f00.c,The function creates a new instance of the GOST_CIPHER_PARAMS data structure using the ASN1_item_new function with the GOST_CIPHER_PARAMS_it parameter. It does not return a value (void).
openssl-101u,O0,x86,gost_imit_final,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_imit_final@081dafc0.c,"The function `gost_imit_final` takes two parameters, an integer `param_1` and an undefined value `param_2`. It retrieves two integer values `iVar1` and `iVar2` from memory addresses `param_1 + 0xc` and `iVar1 + 0x103c`, respectively. If `iVar2` is zero, the function calls `ERR_GOST_error` with error code `0x8c` and error message ""gost_crypt.c"" at line number `0x239` and jumps to `LAB_081db01a`. Otherwise, if the integer value at memory address `iVar1 + 0x1030` is zero and the integer value at memory address `iVar1 + 0x1038` is not zero, the function sets the values of `local_28` and `local_24` to zero and calls the `gost` function."
openssl-101u,O0,x86,gost_imit_init_cpa,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_imit_init_cpa@081da680.c,"The function initializes the GOST 28147-89 cipher in the CPA mode by setting fields to zero and one, and calling gost_init with CryptoProParamSetA. It takes an integer parameter and returns 1 to indicate success."
openssl-101u,O0,x86,GOST_KEY_PARAMS_new,./data/decomp/openssl-101u_x86_gcc_O0_extraction/GOST_KEY_PARAMS_new@081d9e80.c,The function creates a new instance of the GOST_KEY_PARAMS structure using ASN1_item_new with GOST_KEY_PARAMS_it parameter and returns without any further actions.
openssl-101u,O0,x86,GOST_KEY_TRANSPORT_free,./data/decomp/openssl-101u_x86_gcc_O0_extraction/GOST_KEY_TRANSPORT_free@081d9d20.c,The function frees the memory allocated to a GOST key transport object represented by an ASN1_VALUE pointer using the GOST_KEY_TRANSPORT_it ASN1_ITEM type as a parameter. It returns without any value and is used to release memory when GOST key transport objects are no longer needed.
openssl-101u,O0,x86,gost_param_free,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost_param_free@081db560.c,"The ""gost_param_free"" function checks if ""gost_params"" is not NULL, frees the allocated memory using ""CRYPTO_free"", sets ""gost_params"" to NULL, and returns without value. It is used to release memory used by GOST parameters when they are no longer needed."
openssl-101u,O0,x86,hash_step,./data/decomp/openssl-101u_x86_gcc_O0_extraction/hash_step@081db6d0.c,"The first three function summaries describe a function that performs some kind of encryption/decryption using the GOST cipher. The function takes in parameters, initializes local variables, performs bitwise operations and XORs on the variables, calls the `gost_enc_with_key` function multiple times with different parameters, and updates the input parameters with the final values of the copied variables.

The fourth function summary describes a function that takes in two parameters and checks if the length of the first parameter is greater than or equal to 4. If it is, the function extracts the first 4 bytes of the first parameter and checks if it is equal to a constant value of 0x12345678. If it is, the function extracts the next 4 bytes of the first parameter and checks if it is equal to the length of the second parameter. If it is, the function returns 0."
openssl-101u,O0,x86,hwcrhk_init,./data/decomp/openssl-101u_x86_gcc_O0_extraction/hwcrhk_init@081a16a0.c,"The function initializes the hardware crypto hook library, sets up mutex callbacks if not disabled, and returns 1 with a global variable indicating the index for the RSA key handle if successful. If unsuccessful, it sets an error code and returns 0. Finally, it cleans up by freeing the library and resetting all function pointers to null."
